adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/pcAU4E6985RRncBihsuaVo6dG5I.jpg,"[16, 18]",1543631,en,Fly High Mono,"The little mannequin, once content to be sketched, now longs to escape the confines of the canvas.",0.0714,/hXTH6VHPLXk649nClePSDkWUnl9.jpg,2024-04-03,Fly High Mono,False,10.0,1
False,/moTgTQYc5x6lWz1JI8foQhCNNTM.jpg,[],1542586,en,Deadmate,"In a quiet small town, a shocking murder sets the board, and every resident is a piece in a dangerous game. As a determined investigator maneuvers through secrets and lies, each move reveals hidden motives, forcing the town’s players into a high-stakes match where one wrong step could be fatal.",0.0071,/oOPHS2WmEm27gKWJ1dMghkftFTb.jpg,2024-06-13,Deadmate,False,10.0,1
False,/4RfXb45bbrWlgvR8XVBzz6vJIXO.jpg,"[80, 53, 9648]",1541804,en,The strange case of detective Jones,"Two street girls are slain on consecutive nights, their murders echoing a sinister pattern. When a third victim — an amateur model — turns up dead, panic spreads through the city, and whispers of a modern “Jack the Ripper” begin. Detective Jones, recently divorced and battling his own demons, is forced to chase the killer through a spiral of violence where each night brings a new victim… and darker surprises.",0.0931,/phVp44cIXdceQKdAbzTTizgdsJO.jpg,2024-04-23,The strange case of detective Jones,False,10.0,1
False,/1piQcikL2kX1Xk3yXs75gGofAkh.jpg,"[18, 878, 16]",1541171,en,A' Gabhail Ris,A man misses out on life and the end of the world because he’s too busy dwelling on a bad break up.,0.0264,/nKdaKK04Tvwz9oFmwvDR68l5OmM.jpg,2024-02-23,A' Gabhail Ris,False,10.0,1
False,/rtxeFvjeJjPamvUoW1SSitJRIJ4.jpg,"[28, 14, 10752]",1540494,pt,Greve: A Batalha dos Quatro Clãs,"After the rise of a government threat, the four clans (Administrative Artisans, Sorcerer Teachers, Postgraduate Reapers, and Student Warriors) will unite to confront it. Conflict and bloodshed will be inevitable in a battle for rights.",1.1361,/6UKcDA5Ggd2ryaWHNQO8ePQFK56.jpg,2024-06-14,Strike: The Battle of the Four Clans,False,10.0,1
False,/hSnJDOueatGy8F8Hw3kWAo5ZqoB.jpg,[28],1538462,pt,Coockpit e Biggy Woody,,0.0,/6eFnmfpUnKbLfV9RdNsE6QMbsFS.jpg,2024-08-27,Coockpit e Biggy Woody,False,10.0,1
False,/75S1kinGm97iDbvamDyHmG4EEK0.jpg,[14],1538251,es,Desde las Cenizas,A suicidal girl finds herself inexplicably unable to kill herself.,0.0614,/kCwIcSS9g79qJiqiDjtkfGak1RT.jpg,2024-12-14,From the Ashes,False,10.0,1
False,/i1wJnBPA7MjuTfaaLeqEwPUCLSq.jpg,"[18, 9648, 27]",1538014,es,Oblitus,"Oblitus, a substance capable of making you remember and forget memories, becomes the addiction of a man desperate to find his family.",0.0311,/2cCWzBik4WVqY9xTHIrODUTHYu4.jpg,2024-06-24,Oblitus,False,10.0,1
False,/jpr34yER9p6eSILzn2xC9LAYZoI.jpg,"[35, 28, 18]",1536958,en,Nick Eh 30: The Movie,Nick Eh 30 goes on a wild ride after a big mistake,0.0568,/zTfeITVMvxlPVORV5JKPxZoEVVO.jpg,2024-12-08,Nick Eh 30: The Movie,False,10.0,1
False,,[27],1536383,en,The Veiled Abyss,"This found footage short film revolves around Holly, an influencer and singer, who ends up in a mysterious convent/refuge after a car accident. She befriends long term residents of the refuge, Bella and Kayleigh. As things become increasingly sinister Bella, Holly and Kayleigh begin to question the true intentions of the sisters",0.0557,/bYZGjBFXWe2i4qEA4dcwHC6Biet.jpg,2024-10-14,The Veiled Abyss,False,10.0,1
False,,"[14, 27, 53]",1536113,xx,La Bruja De Óbidos,,0.0071,,2024-01-19,La Bruja De Óbidos,False,10.0,1
False,,[16],1535991,xx,A Cada Dia que Passa...,"Mrs. Piedade is an old mouse who lives in a small village in the mountainous interior of Portugal. Her existence is mainly composed of loneliness and memories, and a hardened routine, guided by the regular beat of the clock and the tea she drinks with her friends, two sisters, who live in the same village. The accumulation of this routine will awaken in Mrs. Piedade the desire to break it. Drawn on to a strong memory that prevents her from acting, she returns to where she was once happy hoping to regain some kind of new happiness.",0.0071,/44qmvrywz5NZ9JqNnf5HSfshrOJ.jpg,2024-11-16,With Each Passing Day...,False,10.0,1
False,/3hCDYM3SCLKVIElwIg4rMyABODT.jpg,"[53, 27, 9648]",1535265,pt,Lázaro,,0.0866,/kXDkqplWMLISTa4RuGgvcGeIq8N.jpg,2024-11-27,Lázaro,False,10.0,1
False,/kaeZqNOCdRUjCNQAug2NlZ9puWg.jpg,[35],1535068,fr,Les Cinéastes,,0.0071,/d2w90furCpNgEJZbb0s4T30MMtM.jpg,2024-05-27,Les Cinéastes,False,10.0,1
False,,[10402],1534695,en,Teeth,"The musical adaptation of the 2007 film of the same name, following Dawn O'Keefe, an evangelical teenager, who is navigating the challenges of adolescent dating and chastity when she discovers she has teeth in her vagina.",0.356,/ucrSOUMJ4nwKxRXe6dst3bNjV2h.jpg,2024-03-19,Teeth,False,10.0,1
False,/bYyvKr4b7O3Ij19H9i0GgJ6vv8v.jpg,[10402],1534570,pt,Joelma - Isso É Calypso Tour Brasil: Ao Vivo em Belém,"Recorded on November 24, 2023, at the imposing Mangueirão Stadium, in Belém do Pará, this DVD marks another exciting chapter in Joelma's solo career as part of the ambitious Isso É Calypso Tour Brasil project.",0.0311,/5X0wc3FAlYcvLyBEdYneuT4mMkr.jpg,2024-12-30,Joelma - Isso É Calypso Tour Brasil: Ao Vivo em Belém,False,10.0,1
False,/fbQ1l9qsbjPAhO0vONnZawClSpU.jpg,[10402],1534561,pt,Joelma - Isso É Calypso Tour Brasil: Ao Vivo em Recife,"The DVD Isso É Calypso Tour Brasil: Ao Vivo em Recife features Joelma reviving a vibrant energy with her greatest hits live, recorded at Classic Hall in December 2022 and released in 2024.",0.0143,/6MuAaBY1n3gUQbtIWtnqyX6pqTq.jpg,2024-03-28,Joelma - Isso É Calypso Tour Brasil: Ao Vivo em Recife,False,10.0,1
False,/j8EhVazQ9forxb5xfqGLnmcP4uk.jpg,"[99, 36]",1534377,fr,Notre rêve américain,"From Detroit to Manchester and Boston, countless American towns, streets, and rivers bear French names. But why?  Notre rêve américain follows rapper Biz and globe-trotter Jean-Michel Dufaux as they trace the forgotten stories of French Canadians who helped shape American history. Through interviews, archival footage, and on-the-ground exploration, the film uncovers a legacy erased from mainstream narratives — and calls for a renewed connection to this cultural heritage.",0.0583,/7iiJhC566orKebWPnC0EgvmLeE1.jpg,2024-09-23,Our American Dream,False,10.0,1
False,/qtVhRe7Fe1SDUsclNNTiRJ56CyQ.jpg,"[10749, 18]",1533789,pt,Pílades & Orestes,"A man's world is turned upside down when he falls in love with a woman who challenges everything he's ever known. But the real complication arises when he realizes that his deepest love may not be for her, but for his longtime best friend.",0.0214,/8OJbARD7VWjs1wyVJPTi1Mk7Ac6.jpg,2024-08-07,Pylades & Orestes,False,10.0,1
False,/u2FefROGgeTqDbZTZBqDsMcuUYr.jpg,"[18, 878]",1533764,pt,Além Do Tempo,"A journey that promised freedom turns into a nightmare that haunts one man. Now, he is forced to return and confront the mistakes that caused him to lose himself and everyone he loved.",0.0498,/pViBiElJwJXx1D0GU3O7efWdAjF.jpg,2024-03-25,Beyond Time,False,10.0,1
False,/5Za4ygwTQ5HtHrdl81Z9z4GpGJP.jpg,[18],1533047,en,Heels,"With the help of his supportive mother, a young Puerto Rican man prepares for his first performance as a Drag Queen — while trying to keep it a secret from his conservative, domineering father.",0.1339,/7WPJUY1KfdnZMRU1MlIUf27RiwH.jpg,2024-11-15,Heels,False,10.0,1
False,,[],1532848,pt,jornal boçal,[sinopse in analysis],0.0214,,2024-04-06,jornal boçal,False,10.0,1
False,/qiOYW5Q286uqyI7RTZh3gzRnvz4.jpg,"[27, 99]",1532818,en,Devil on Stalk,"Kevin Texis shares an experience that brought him dangerously close to demonic possession, leaving an indelible mark on his life. His testimony reveals a chilling encounter with supernatural forces that challenged all notions of reality.",0.0143,/cw1gBYuWLo6m3WNj5E4BrQMc16o.jpg,2024-09-28,Devil on Stalk,False,10.0,1
False,,[18],1531822,en,Kaku Kamu,"In a quiet town in Pampanga, a young closeted man grapples with his hidden emotions for his best friend, but as he attempts to navigate the complexities of his feelings, a chilling horror emerges, triggered by the presence of a mysterious girl who brings a haunting darkness to their once serene land.",0.0552,/8l2n4ExSRQWYkptziEp2mipHr9v.jpg,2024-08-17,Kaku Kamu,False,10.0,1
False,,"[53, 18]",1531060,en,False Hope,A lost soul tries to navigate his way through the spawn of his guilty conscience.,0.0592,/mBl82LTIkIQxszeAU4n71E8xUu.jpg,2024-08-23,False Hope,False,10.0,1
False,,"[28, 12, 18]",1530828,en,THE TAKEN,"In “The Taken” when a family outing turns into a nightmare as his loved ones are abducted before his eyes, Adrian, a devoted husband and father, embarks on a relentless mission to rescue them. Fueled by desperation and determination, Adrian channels the courage of action movie heroes as he battles through a series of intense fight scenes inspired by iconic action films of the past. From gritty hand-to-hand combat to adrenaline-pumping car chases, Adrian’s unwavering resolve is put to the ultimate test. Will Adrian’s determination be enough to overcome the odds and reunite with his loved ones, or will he be forced to confront the harsh realities of his mission? “The Taken” is a pulse-pounding short film that explores the lengths a father will go to protect his family in the face of adversity.",0.0071,/8PldYr1NIiLsMqwXT4ee9BMlQc9.jpg,2024-03-31,THE TAKEN,False,10.0,1
False,/qWznQMnHFbnGPJzB5AeErUy1wsL.jpg,[18],1530445,th,DRUG 100,,0.0,/iC36VLUcEkCJOP305TPeYwwptWy.jpg,2024-02-21,DRUG 100,False,10.0,1
False,/pviAY80YrJFOUdkEGMmNVYv7PvD.jpg,"[878, 12]",1530428,th,Dream of Dust,,0.0,/8KH9ZCMg6f87yogTg9v4dkfkj96.jpg,2024-10-09,Dream of Dust,False,10.0,1
False,/tbutKLXEWbmbXf89svYgQYLf5Sb.jpg,"[53, 9648]",1530409,th,At the moment,,0.0,/6FQl7eYL6coVYBLiLoNSkByM5db.jpg,2024-12-31,At the moment,False,10.0,1
False,,[99],1530346,es,El Soldador,"A naturalistic story about the realities of healthcare and houselessness from the perspective of Ramon Duarte, a houseless welder who receives care from Miami Street Medicine, a street medicine team. In Miami, where rising housing costs are forcing folks onto the streets, the doctor's work is more important than ever.",0.0286,,2024-04-28,El Soldador,False,10.0,1
False,/rVp65QwnYcqjHjDkaS0d3fulXVg.jpg,[35],1530064,sr,Ostajem živ,"A short film that covers one episode of “Zoranova pošta”podcast. When Zoran, the host, welcomes a new guest, the conversation takes an unexpected turn.",0.0,/gngYVSWElAGXHWX1DwfPt66Aa9e.jpg,2024-09-09,I'm Staying Alive,False,10.0,1
False,/ngIcyz3umysp6IIxRj2AUwFmgJj.jpg,"[10751, 18, 35]",1529132,hu,Legbelső szív,"What happens when two eccentric individuals—a grandfather and his grandson—are forced to spend an entire weekend together? Based on stories and screenplay written by Olivér Gömbös, a young creator on the autism spectrum. For many years, Olivér has been expressing himself and his view of the world through unique film narratives. With a talented creative team and outstanding actors, director Tamás Németh Pákolicz has helped bring Olivér’s greatest cinematic dream to life.",1.2237,/m79KkEbeaCtUD1LHVrQNnTtFYj3.jpg,2024-12-05,Innermost Heart,False,10.0,1
False,,[18],1528783,en,Please Come Home,"After the tragic loss of their wife and mother, Harry and Ann find themselves emotionally adrift. As the mother's birthday approaches, they must both navigate their way through grief in order to reconnect to make it through the day.",0.3782,/y8hhj4P9Il8OMgZ3FQtBLOvUfQ0.jpg,2024-11-09,Please Come Home,False,10.0,1
False,/gY7mxuFgMYPM6PvSrPxwr1TYx5T.jpg,"[80, 9648, 53, 18]",1528611,hi,Maven,,0.0286,/aPNtcIqvib5fHq4Bc8JBj6R4GPB.jpg,2024-06-21,Maven,False,10.0,1
False,/w1jRezgdUe8xNa90SaWwttf6LCC.jpg,"[18, 99]",1528308,es,El Documental,"Xan García, in search of the meaning of things, interviews 13 classmates to discuss and reflect on life. They talk about death, love, happiness, and life itself. Finally, upon finishing high school, the 13 participants say goodbye and embrace the future that awaits them: the adult world. ""An exhilarating story"" - Ian Porto",0.0558,/mISb21lhJZbfHiP7t4rJqe0iRJw.jpg,2024-09-14,The Documentary,False,10.0,2
False,,[],1528206,pt,SL Benfica vs FC Porto,,0.0,,2024-11-10,SL Benfica vs FC Porto,False,10.0,1
False,,[],1528204,pt,SL Benfica vs Estrela Amadora,,0.0,,2024-11-23,SL Benfica vs Estrela Amadora,False,10.0,1
False,,[],1528202,pt,SL Benfica vs Atlético Madrid,,0.0071,,2024-10-02,SL Benfica vs Atlético Madrid,False,10.0,1
False,,"[18, 10402]",1528019,en,Your Song,"Caught between the expectations of academic responsibilities and the pull of her passion for music, Skylar finds herself torn between two worlds. Struggling to decide what to do with her life, her rival offers an unexpected opportunity to join her rock band. Now, Skylar must navigate rivalry, ambition, and self-discovery, as she faces the ultimate choice: stay on the safe path or take a leap into the unknown.",0.087,/fq02Uw0H20i8i2PV3UHRp4TpSDZ.jpg,2024-11-22,Your Song,False,10.0,1
False,/hyDtn1dKhCRSZtKivQPwfRp20Hw.jpg,"[80, 18, 35]",1526789,en,ILLVILLE,"While law enforcement works overtime to cure Illville’s drug problem, Officer Jimmy Lynch kills a teenage boy. Unbeknownst to Jimmy, the boy is the nephew of the notorious drug lord, Slim.",2.2157,/nZxv87MapoPfvYYbRFW2uzBOU9I.jpg,2024-05-13,ILLVILLE,False,10.0,1
False,/1g2cP0zS3dAs6s2lIH0prI9Wnxj.jpg,"[9648, 18, 35, 80]",1526273,en,Clausible Deniability,"Santa Claus has been murdered. It is up to the crack-team of detectives Sylvester Slydewisel and Eliza Eggnog to solve the case that leads them to mysterious suspects, late-stage capitalism, and their own inner demons.",0.0379,/gTJM5HxLo2DEgWY6MjoCOIQeAq9.jpg,2024-01-05,Clausible Deniability,False,10.0,1
False,,"[27, 53, 35, 10749]",1525882,en,Rupert: First Blood,"A prequel to 2024's ""No Country for Old Horse"" showing how Rupert got his start as a killer",0.0,/8bAgVX0EouApZMs75w2cYgBcmH8.jpg,2024-12-19,Rupert: First Blood,False,10.0,1
False,,[27],1525864,en,No Country for Old Horse,"3 teens, 1 very intoxicated dad, and 1 killer. Who will survive or, a better question what will be left of them?",0.0168,/v692pswD2YRKArpezmMihem5d4L.jpg,2024-10-15,No Country for Old Horse,False,10.0,1
False,/49D39nEa8zVAlr2Cqbvow89uHpH.jpg,"[16, 53, 9648, 10402, 28]",1524278,tr,SAKUIKAZUCHI,"Sakuikazuchi, ascending to Takamagahara, is gliding there quietly. Don't be deceived by its dazzling beauty...Just as a destructive force was born from Izanami's ruined body after she lost her former beauty, there is also a destructive power hidden behind this beauty, waiting to emerge. Although it appears calm, this calmness actually signals a great catastrophe to us.",0.0071,/7n0i1qcEEQKUaigp48AIn0MMIeB.jpg,2024-08-15,SAKUIKAZUCHI,False,10.0,1
False,/pc7Li2LTm1vVFCCd6tp40Etalpi.jpg,[99],1524124,pt,Tlayer Pauz: O Filme,,0.0,/6FZCs3SdwGYMX20cG5tHBwDDCoo.jpg,2024-03-31,Tlayer Pauz: O Filme,False,10.0,1
False,/jGdL9Vaih84Ie2bzKMx58fNPMlg.jpg,[16],1522553,en,TAČKA!,"Full stop! is an experimental film that uses symbolic gestures of a high school student to explore daily life and broader social issues, particularly the responsibility of public officials for the tragedy that occurred on November 1, 2024, at the Novi Sad Railway Station.  The main character of the film is not a person, but an ordinary pencil, which becomes a symbol of the everyday actions and inner struggles of a young person growing up in a system of deeply corrupted values. The pencil leaves a mark of our thoughts, aspirations, and reality. Its smallest trace is a dot, a full stop. However, to come to a full stop with injustice is a necessary and at the same time a great act.",0.0261,/cv4XjQJu1CetrlaurK8PwNWWaa8.jpg,2024-12-21,Full stop!,False,10.0,1
False,/bToLrVTRM1IZw2pKOA5qabv7Tyh.jpg,"[27, 53, 9648]",1522127,es,Kristen,,0.0432,/yV5X7y0cmG5YRLyIM0CD9MeiuFa.jpg,2024-05-07,Kristen,False,10.0,1
False,,"[10751, 35]",1578723,en,Weird Time,"A dog, Hudson, hates this time of the year.  While the leaves are blowing in the wind, and the snow begins to fall down from the sky, all of the best smells are about. Hudson however, never gets to enjoy any of them.  Stuck inside on a cold late-autumn day, Hudson desperately tries to get what he desires.",0.0,/tGNOX4kBcpgSPDyOONGBykjeKWE.jpg,2025-11-10,Weird Time,False,10.0,1
False,,"[18, 80]",1578571,es,Botes,"Saúl, a young graffiti artist caught between a broken home and street life, forms an unexpected bond with Botes. As they dive deeper into the world of graffiti, a police arrest forces them to face the consequences. Saúl must choose between repeating the past or building a new future.",0.0,/s87UzuaV3RVe0MtI1vgdWYjGylB.jpg,2025-11-15,Botes,False,10.0,1
False,/t6wsxBrO4VymOZswqCVpgnRyDSD.jpg,"[878, 99]",1578333,es,Días sin sueño,,0.0429,/ddSQksxHaGu60FNUHBUdTrhfEin.jpg,2025-11-10,Días sin sueño,False,10.0,1
False,/j89PpKeiTzhSfUBwq5mrXxusWoU.jpg,[99],1578214,da,Trine on Fire,,0.2857,/3sGsDhDFw77wEVQusatkNzDVgAH.jpg,2025-11-10,Trine on Fire,False,10.0,2
False,/2WvrL21VuN3vrfqQh6BwC8WkvcH.jpg,[10751],1577892,en,Le vidéaste,A short family trip to the Auvergne-Rhône-Alpes region of France.,0.3693,/nmXknmf2oszT06e80d0OpiGW5VE.jpg,2025-09-05,The videographer,False,10.0,1
False,,[],1577682,en,Jonathan Bree: Live in Mexico City,"Captured during his 18 country, 52 date Pre-Code Hollywood world tour of 2023, this document arrives not as a slick souvenir via expensive rigs or polished crews, but as a séance. Shot on vintage cameras of a pre-internet era, the image breathes with the artifacts of another time — streaked, unstable, alive.  Intercut with fragments of phone footage shared by Bree’s fanatics scattered through the dark of the crowd, it gains a visceral, immersive edge.",0.0636,/4eI8LPjOioaTfu8Lr0ptEFc6ac3.jpg,2025-08-01,Jonathan Bree: Live in Mexico City,False,10.0,1
False,,"[27, 35]",1577501,en,The Long Walk Back to the Bed,A girl embarks on the perilous journey from lightswitch to bed.,0.0679,/rByzoxElBCMXHxn3jdACMnnnjTH.jpg,2025-11-04,The Long Walk Back to the Bed,False,10.0,1
False,/p6Vhh4wmy8c3Rl80GEogHo4zs5D.jpg,"[35, 18]",1577313,en,Jumpstart,"Jumpstart follows 26-year-old Virginia ‘Billie’ Walton as she chokes on a healthy dose of reality. Trading her mother’s opulent lifestyle for a beaten-up Toyota, Billie hits the road with nothing but her car, cigarettes, and absolutely zero life skills. But when basin-bathing at gas stations loses its charm, Billie has to face her worst nightmare - finding a job. Armed with nothing but her silver tongue, can Billie talk her way into employment before her luck runs out?",0.1636,/ozHAdcyonClIU6ZBi6HrhzuQnh1.jpg,2025-11-08,Jumpstart,False,10.0,1
False,/4hJQMTTDjDLzCkPtVBqlLhKU1VL.jpg,"[27, 53]",1577289,pt,FOME.,,0.1068,/evnSY1LhIoEbdjMDa5A3TVaTISE.jpg,2025-11-08,FOME.,False,10.0,1
False,/eSSyJvcn6rjueR5NxAem4phvAXE.jpg,[99],1577080,es,Time Mechanics,,0.1495,/rx0DhEC7TxKIWxgJrHbCl1U8bzP.jpg,2025-06-09,Time Mechanics,False,10.0,1
False,/qlKdYrUiKHxwqU9u6VTbygdTJg6.jpg,"[80, 35, 27, 9648]",1576887,en,Confessions in Static,"When a real-life house of horror is reopened as a tourist attraction, four friends decide to teach the inhabitants a lesson. But nothing is what it seems, and nobody is telling the truth in this darkly comic twist on the found footage movie.",0.0869,/2Oa6Fv4jDJUnp3OB4sxvDFDp3yj.jpg,2025-11-04,Confessions in Static,False,10.0,1
False,,[18],1576840,en,Sonder,A short film directed by Siddharth Tripathy and Shaaz Aryan.  Sonder is an ode to the realisation that everyone around us has lives as complex and vivid as our own.  Dedicated to the lives of those close to me.,0.0822,/hWnaK9WSFLUlTiQ0kGhZNouBfYa.jpg,2025-08-11,Sonder,False,10.0,1
False,/jYc3btBEuGcQxDPeDITZLaFk3Tx.jpg,"[16, 10751]",1576086,en,Chickadee Overcomes Gravity,"Stuck on the ground but dreaming of the stars, an audacious chicken sets out to go where no chicken has gone before. Created collaboratively with young artists using everyday tools, smartphones, and imagination. Bok bok!",0.0768,/tjYPNR1tEGXJ1jSFadnwPh4RCGR.jpg,2025-07-30,Chickadee Overcomes Gravity,False,10.0,1
False,/k0fJlTulIz8BqMS4SpoJRqjSgAX.jpg,"[99, 16]",1576022,en,Prison and Time,"Formerly incarcerated writer Marvin Wade speaks personally about his 25 years in prison and the positive transformation he achieved in spite of, not because of, the criminal legal system around him.",0.1546,/oiKFnLDWeMOCabSbqn6cRfr13FY.jpg,2025-11-13,Prison and Time,False,10.0,1
False,/f36YM6M6rpXa76hUmWTZDUOimFe.jpg,"[35, 18]",1576013,es,Nos vemos a la vuelta,,0.1039,/nOZWqDLUkOQ7AYPZR2ENoXrJ9a1.jpg,2025-11-05,Nos vemos a la vuelta,False,10.0,1
False,,[10770],1575903,kk,Майор Мырза,,0.0493,/u2SqBoscwaDvW8MV25a1MDkld5D.jpg,2025-06-01,Майор Мырза,False,10.0,1
False,/jDBVivZMe2FXJSUek4eO7UZbyTD.jpg,[35],1575852,en,CEO IN THE HOUSE,Fate changes over a mobile call when Vignesh's mother calls him in between a meeting with his Team Lead who doesn't gave him any promotion.,0.1022,/ArF0Uadmn8T7QypBB7OrWmEvD6j.jpg,2025-11-07,CEO IN THE HOUSE,False,10.0,1
False,/r20ifhP8Nt5UCyGZFq8O7nrf8G6.jpg,[],1575780,en,Wallace & Gromit a Barbour Christmas,It’s Christmas time for Wallace and Gromit,0.2549,/7Iz05EIYeNof0SRpWFplN98IWad.jpg,2025-11-06,Wallace & Gromit a Barbour Christmas,False,10.0,1
False,,"[18, 53]",1575635,en,7.83,An opulent deaf man embarks on a journey of self-discovery.,0.1567,/68yDCPMJvXl5GTpzKCmkaFBtH4g.jpg,2025-11-06,7.83,False,10.0,1
False,,"[35, 14]",1575372,en,Tenna’s TV Training,Mr (Ant) Tenna gives a presentation on his five “TV-Tastic Tips” on how to make it big on TV!,0.0611,/mEJGINFhk5BeJYKcxHc4n6MWnxJ.jpg,2025-08-17,Tenna’s TV Training,False,10.0,1
False,,[],1575352,en,Mean Boys,Archer High- A flashy LA school open to all people and sexualities. Between drama at The Grind and never-ending crushes there's trouble about.,0.1297,/ceQqfQ1589gxfHCs06TXRKuAFs9.jpg,2025-11-05,Mean Boys,False,10.0,1
False,/2UtydOviCcrxG8EUrBMQBPSmIgh.jpg,"[35, 28, 27]",1575025,en,Premiere of the Dead,"It's Halloween night. Three friends prepare to attend the premiere of the latest installment in their favorite teen-slasher film franchise. However, their plans are interrupted by the untimely arrival of the zombie apocalypse. Outnumbered and outmatched, they confront their doom head-on and resolve to reach the premiere anyways. The question is: will they make it there alive?",0.0756,/pSqMuTw6RJNsCuagh4NXX15wOVV.jpg,2025-10-31,Premiere of the Dead,False,10.0,1
False,,"[35, 16, 27, 28]",1574881,es,Delivery Letal Z,,0.2575,/9i77s4kPTawc1xMeOQQTADZhOlK.jpg,2025-10-16,Delivery Letal Z,False,10.0,1
False,/srDCLqkIk1nOaXgin7RxZsR3rfF.jpg,"[9648, 27]",1574879,en,The Door,"A man wakes up in the desert, where a mysterious door and guide stand before him.",0.2058,/1CoegxFs6mOAqHiC43EfigUuxSZ.jpg,2025-07-20,The Door,False,10.0,1
False,/6fMYCFlXScPvEi4Oeait2Mxr3hy.jpg,[10402],1574612,pt,PiCO Pedro Saliba - Clio 2007,,0.1988,/b1KGlWKMG24ckLcLOh9OhMqwvLA.jpg,2025-11-07,PiCO Pedro Saliba - Clio 2007,False,10.0,1
False,/pbz1eLjggcJq6AW8rxCIWldDII5.jpg,[],1574525,en,Stronger with Don Saladino - Sebastian Stan,"Sebastian Stan Gets Real About Failure, Growth, and Staying Authentic while lying about his phone screentime.",0.2286,/hlGVDVwbeVCUASye4ipMkTmw54e.jpg,2025-11-03,Stronger with Don Saladino - Sebastian Stan,False,10.0,1
False,/vmwFp3liwX5aZZPt12xSnAO9Ysx.jpg,[99],1574455,pt,muita gente,"a short film about the end of the world. filmed with an old digicam at a park on all souls’ day, 2025. two best friends talk about turtles and watch people in their natural habitat while listening to tomate cereja.",0.3842,/yYpm3y7Dpe1anx0mAtgqqhCRMPa.jpg,2025-11-08,muita gente,False,10.0,1
